category,type,part_number,title,price,upc,weight,length,width,height,primary_site,manufacturer
Part,Cleaners,370163,KIT QDCONN FEM D26 ,5.92,788379690786,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370165,KIT ADAPT 1.5FPTx3.25NPT ,4.08,788379690793,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370169,KIT DRIVE GEAR 1132 ,16.89,788379690779,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370170,KIT BLOCK AXLE 1139 ,10.77,788379690946,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370171,KIT TURBINE BEARING 1103 ,5.8,788379690878,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370173,KIT FEED PIPE L/TIMER 700,6.91,788379690960,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370176,KIT HUBCAP 380/360 1114 ,0.57,788379690953,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370177,KIT COLLAR BAG TIE 3135 ,1.29,788379690885,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370178,KIT WHEEL DBL SIDE 1008 ,6.16,788379690830,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370179,KIT WHEEL SNGL SIDE 1116 ,5.03,788379690762,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370180,KIT TRANS PULLY 1007 ,9.42,788379690892,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370184,KIT BAG LEAF DK 280 ,20,788379687762,0.01,N/A,N/A,N/A,W,Pentair
Part,Cleaners,370185,KIT BAG LEAF DK 360/380 ,20,788379688448,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370186,ECLIP 5107 360/380 ,0.51,788379688868,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370189,KIT HOSE FEED 1' 3103 CO 360,1.88,788379690984,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370198,SCR ADJ SWEEP HOSE ,1.14,788379691257,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370239,KIT ADAPT BOOSTER PMP ,12.07,788379724023,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370258Z,KIT SCR AND LKWSHR COMBO ,1.95,788379724429,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370376Z,KIT DISPOSABLE BAG LEGND CLNRS,15.39,788379804565,15.5,16.5,14.5,9,R,Pentair
Part,Cleaners,370377Z,KIT CLAMP DISPOSABLE BAG WHT LEGEND CLEANER,10.26,788379804572,25,16.5,14.5,9,R,Pentair
Part,Cleaners,370378Z,KIT CLAMP DISPOSABLE BAG GRY LEGEND CLEANER,10.26,788379804589,25,16.5,14.5,9,R,Pentair
Part,Cleaners,370405Z,KIT TIRE PLATINUM WIDE ,10.31,788379807573,0.05,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370406Z,KIT WHEEL PLATINUM WIDE ,16.12,788379847906,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,370478Z,SEAL NEW RPLC ,43.41,788379858186,1,19.5,16,0.5,E,Pentair
Part,Cleaners,370482Z,RESTRICTR DRVE FLOAT RPL ,4.23,788379858117,0.05,3,5,0.25,E,Pentair
Part,Cleaners,370483Z,SEAL PLEATED RPLC ,43.41,788379858179,1.3,19.5,16,0.5,E,Pentair
Part,Cleaners,370486Z,TUBE DRIVE RPLC ,8.31,788379858209,0.41,20,2,2,E,Pentair
Part,Cleaners,370492Z,WING RPLCMNT ,16.16,788379858155,0.21,7,7,3,E,Pentair
Part,Cleaners,370494Z,WEIGHT HOSE RPLC ,6.94,788379858193,0.32,5,4,2,E,Pentair
Part,Cleaners,370496Z,SWIVEL W/BMPR CLIP RPLC ,24.52,788379858223,0.54,18,7,4,E,Pentair
Part,Cleaners,370497Z,FLOAT DRIVE RPLCMNT ,27.86,788379858124,0.41,16,6,4,E,Pentair
Part,Cleaners,370498z,HOLDER WEIGHT RPLCMNT ,9.42,788379865078,0.78,6,6,4,E,Pentair
Part,Cleaners,370499Z,BUMPER RPLCMNT ,13.37,788379858216,0.01,13,7,3,E,Pentair
Part,Cleaners,370500Z,HSG MTR MAIN BDY RPLC ,123.16,788379858148,1.38,11,7,8,E,Pentair
Part,Cleaners,370521,"HOSE SET 12PK 40"" ",86.26,788379861223,5,42,9,7,E,Pentair
Part,Cleaners,370524,"HOSE SET 20 PACK 40"" ",136.52,788379863791,8,42,9,9,E,Pentair
Part,Cleaners,370533,"HOSE SET 12PK 32"" ",69.22,788379858650,8,33,9,6,E,Pentair
Part,Cleaners,371508Z,FIN RPLCMNT ,1.48,,0.06,3,5,2,R,Pentair
Part,Cleaners,371514Z,KIT COVER & TEETH ,13.94,,1,12,12,7,R,Pentair
Part,Cleaners,371526Z,KIT REPLACEMENT HOSE ,48.31,788379869021,0.641,32.5,8.5,6.5,R,Pentair
Part,Cleaners,37337-0086,"SCR 10-12X1"" TYPE A PHIL PAN HD",1.84,788379768140,N/A,N/A,N/A,N/A,E,Pentair
Part,Cleaners,37337-0087,"SCR 10-12X1.75"" TYPE A PHILLIPS PANHD",2.98,788379764159,0.01,N/A,N/A,N/A,E,Pentair
Part,Cleaners,41100-0026,RNG ADJT ,2.88,788379781552,0.02,N/A,N/A,N/A,R,Pentair
Part,Cleaners,41100-0027,OSCILLATOR BMP ,4.35,788379772697,1.16,16,14,8,R,Pentair
Part,Cleaners,41101-0101S,PAD FT CALYPSO ,12.44,22315306608,0.12,5.62,5.62,0.87,R,Pentair
Part,Cleaners,41101-0102S,FLAPPER VLV CALYPSO ,11.94,22315306615,2,8,4,8,R,Pentair
Part,Cleaners,41101-0122S,VAC SEAL CALYPSO ,39.38,22315306622,0.74,16.5,16.5,0.25,R,Pentair
Part,Cleaners,41101-0125S,MN HSNG ASY CALYPSO EXCLUDES FLAP &,128.29,22315306639,5,N/A,N/A,N/A,R,Pentair
Part,Cleaners,41200-0130,HOSE 40FT SECTNL W/LEADR GRAY,87.72,788379785871,9,40,8,7,R,Pentair
Part,Cleaners,41200-0133,HSE KIT 20 1 1/2 M/F GRY GW POOL CLEANER,120.06,788379789374,0.05,N/A,N/A,N/A,R,Pentair
Part,Cleaners,41200-0134,HSE KIT 12 1 1/2 LEADER GRY GW POOL CLEANER,81.01,788379789367,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,41200-0212,POOL CLNR FLO GA KIT ,10.54,22315320505,1.25,6.5,10,1.75,R,Pentair
Part,Cleaners,41200-0213,POOL CLNR REGULATOR KIT ,20.77,22315320512,4,6.5,10,2,R,Pentair
Part,Cleaners,41200-0214,REGULATOR KIT POOL CLNR W/FLOW INDICATOR,32.98,788379803841,0.01,N/A,N/A,N/A,E,Pentair
Part,Cleaners,41200-0220,KIT WARR STATION PARTS POOLSHARK,541.98,22315320727,N/A,N/A,N/A,N/A,R,Pentair
Part,Cleaners,41201-0201C,OUTR HSG POOLSHARK GRY ,5.24,22315904569,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,41201-0213,AXLE POOL CLNR SS ,3.84,788379830830,0.08,9.5,4.5,4,R,Pentair
Part,Cleaners,41201-0217,DRIVE ASY LG STEERING ,8.07,788379783105,0.05,N/A,N/A,N/A,R,Pentair
Part,Cleaners,41201-0230,CVR REG VLV ,1.14,788379766573,1,N/A,N/A,N/A,E,Pentair
Part,Cleaners,41201-0236,DIV EYEBALL ,0.17,788379801793,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,41201-0238,HSE WEIGHT POOLSHARK ,6.61,788379786854,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,41201-0239,HOSE ADPT POOLSHARK ,3.21,788379801236,0.1,N/A,N/A,N/A,E,Pentair
Part,Cleaners,41201-0242,CHASSIS/VAC PAD ASY ,54.45,788379783082,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,41201-0242C,CHASSIS ASY VACUUM PAD POOLSHARK DOVE GRY,54.45,788379786830,1.25,41,31,34,R,Pentair
Part,Cleaners,41201-0242W,CHASSIS ASY VAC PAD WHT POOLSHARK GW7900,54.45,788379791124,1.25,41,31,34,R,Pentair
Part,Cleaners,77705-0200,ACC PKG GW9500 IG ,30.25,788379787721,1.34,8,4.5,3,R,Pentair
Part,Cleaners,77705-0301,ACC PKG AG CLNR UG1-AT5000/GW8000,26.23,788379835118,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,77705-0302,ACC PKG GW8000 AG CLNR ,20.6,788379766474,0.84,12,10,3.5,R,Pentair
Part,Cleaners,77705-0400,ACC BAG GW7500 POOL CLNR ,55.47,788379783587,1.2,11,8,3.25,R,Pentair
Part,Cleaners,A45,KIT FLOAT ARM REPAIR ,8.6,788379704544,0.05,N/A,N/A,N/A,R,Pentair
Part,Cleaners,C120,7 3/4 IN WHT HOSE ,0.81,788379704568,0.05,N/A,N/A,N/A,R,Pentair
Part,Cleaners,D03L2,FEED LINE ASY HOSE BOX ,38.55,788379704582,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,D1,WASHER RED HOSE ,0.26,788379704599,N/A,12,10,12,R,Pentair
Part,Cleaners,D45,HOSE FEED WHT 10'HARD ,14.42,788379704605,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,E10,VLV BCKUP REPL.LL10; L10 ,38.65,807318018228,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,E11,HOUSING BODY - B/U VALVE (REPL. LL11; L11),20.46,807318017610,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,E12,HOUSING TOP COVER - B/U VALVE (REPL. LL12; LX12;,11.33,807318017627,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,E13,O-RING FOR HOUSING BODY #0250 (LL13; LX13; L13),0.63,807318018235,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,E14,O-RING FOR GEAR ASSEMBLY #0251 (REPL. LL14; LX14,0.63,807318017641,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,E15,SCREW FOR HOUSING BODY - 6PK - (REPL. LL15; LX15;,2.05,807318017658,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,E18,O-RING FOR PUSHER JET - 2PK -(REPL. JV18; LC140),1.09,807318017672,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,E21,ORING #0252 WALL FTG/HOS E MENDER 1PK (REPL.LX21;,1.53,807318017689,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,E23,ADPT QDCONN WALL FTG REPL. LX23; JV23,1.9,807318017696,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,E24,SCREEN FOR WALL FITTING (REPL. LX24; JV24; LL24;,3.92,807318017702,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,E25,VLV PREE RLF WALL FTG ,5.65,807318017719,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EA20,FLOAT WHT BAGGED REPL: LLA20W; LA20; LXA2,2.35,807318017726,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EA30,SCREW RPLCMNT 5PK (REPL. LLA30; LXA30),0.88,807318017733,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EA40,SHIELD TURBINE SHFT RPL LLA40; LA40P; LXA40),3.18,807318017740,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EB10,RING WEAR 5PK LB10; LLB10; LXB10,4.96,807318017757,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EB10G,RING WEAR GRY 5PK ,4.97,788379807559,N/A,N/A,N/A,N/A,S,Pentair
Part,Cleaners,EB15,CLAMP ATTACH SWEEP HOSE LB15; LLC125; L,1.11,807318017764,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EB20,SCR ADJ SWEEP HOSE/DRN PLG BOOSTER PUMP,1.21,807318017771,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EB25,SWEEP HOSE JET W/COLLAR (REPL. LLB25; LB25; LXB2,1.49,807318017788,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EB5L,HOSE SWEEP REPL.LB5 LLB5 ,14.07,807318017795,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC10,"TIRE LC6 REPL.LC10, LLC10",6.76,807318017801,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC110,COVER TURBINE W/ELBOW RPL LC110; LLC110,5.28,807318017818,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC120,"HOSE 7.75"" LENGTH LC120; LLC120; LLC",0.75,807318017825,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC130,THRUST JET - 2 PK - (REP L. LLC130; LC130),4.99,807318017832,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC131,KIT THRUST JET REPAIR ,2.57,807318018266,0.01,4.25,7.25,0.5,R,Pentair
Part,Cleaners,EC135,JETPLT ASY ,2.13,788379691516,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC16,WHEEL SMALL REPL.LC16; LLC16,3.68,807318017849,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC25,SPRING RPLCMNT 2PK (LC25; LLC25),1.09,807318017856,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC30,SCREW RPLCMNT TO AXLE 5PK  REPL. LC30;,0.88,807318017863,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC32,SCREW RPLCMNT TO BDY 5PK REPL. LC32,0.88,807318017870,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC40,SCREW FOR A5/A10/C36/C80 /C130 10PK REPL. LC40; L,1.2,807318017887,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC45,LKWSHR LC36 5PK REPL. LC45; LLC45,1.29,807318017894,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC55,SCR WHEEL 5PK LC55 LLC55; LXC55,3.95,807318017900,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC60,BEARING BALL 2PK RPL LC60; LLC60; LXC60,7.81,807318017917,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC64,WASHER WHEEL 2PK ,2.33,807318017924,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC65,AXLE - LARGE (REAR) (REP L. LC65; LLC65; LXC65),1.99,807318017931,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC6L,WHEEL - LARGE (REPL. LLC 6; LXC6),6.29,807318017948,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC70,PLATE AXLE LC66 RPL LC70 LLC70,0.8,807318017955,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC80,BEARING BALL TURBINE 2PK REPL. LC80; LLC8,14.14,807318017962,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,ec83,SPACERS TURBINE 2PK ,1.14,788379805289,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EC86,SHAFT DRIVE ASSEMBLD REPL. LC86; LLC86; LXC8,14.45,807318017979,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,ED05,SWIVEL FEED LINES RPL LD20; LLD20; LD05,6.01,807318017986,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,ED10P,FLOAT FEED LINE LLD10; S038; LD10P,2.74,788379805234,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,ED15,NUT MENDER 2PK LLD15; LD15P; LD02,3.14,807318017993,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,ED45,"HOSE FEED WHT 11' 2"" (LLD45)",16.3,788379805241,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,ED50,"HOSE FEED CLEAR 7'-8""SFT (REPL. LLD50)",16.93,788379805258,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EF07,0-RING FOR WALL FITTING - 2PK - (REPL. LLF07; L,0.74,807318018020,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EG15,GEAR ASSEMBLY-B/U VALVE (REPL. LL16; L16),33,807318018037,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EG16A,SPRING COMPRESSION 2PK (REPL. LLG16A; LG16A),1.41,807318018044,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EH07,HOSE SLV W/O INSRT 4PK - (REPL. LH07; LLH0,1.93,807318018051,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EH08,HOSE JET 2PK (REPL. LB08N; LH08N),2.71,807318018068,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EH09C,WEIGHT SWEEP HOSE LLB2; LB2; LH09C; LXB,6.16,807318018075,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EJ04,0RNG FOR VLV DRIVE JT 3PK - (REPL.LJ04; L,0.76,807318018082,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EJ28,QDCONN FOR FEED HOSE REPL. LJ28; LLJ2,9.12,807318018099,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EJVW2,SCREEN FOR WALL FTNG (REPL. LLJVW2; JVW2),6.47,807318018105,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU10N,CVR BTM LEGEND 4 WHEEL ,26.48,807318018280,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU13,ADPT STEP RP LLU13 LXU13 ,30.47,807318018112,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU147,SNAP FIT VAC TUBE POST - 2PK - (REPL. LLU147; LX,2.34,807318018129,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU15,COARSE MESH BAG ,20,807318018389,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU15G,COARSE MESH BAG GRY COLLAR,20.34,807318019188,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU16,BAG SAND SILT RPLCMNT ,15.7,807318018396,1,6,6,6,R,Pentair
Part,Cleaners,EU16G,FINE MESH BAG GRY COL ,17.86,807318018983,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU7,ORNG FOR FEED MAST 0- (REPL. LLU7; LXU7),0.63,807318018136,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU76,BOLT FOR AXLES  - 2PK - (REPL. LLU76; LXU76),1.27,807318018143,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU77,"BOLT FOR LXU6 FEED MAST, VAC TUBE  2PK  (REPL. L",1.41,807318018150,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU78,NUT FOR ROLLER ARM - 2-P K - (REPL. JV42; LLU78;,1.41,807318018167,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU79,NUT & BOLT - FEEDMAST TO VAC TUBE (REPL. LLU79;,2.26,807318018174,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU80,HEXSCR CVR TO FRAME 2PK - (REPL. LLU80;,1.87,807318018181,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EU9,DEBRIS VLV (LLU9;LXU9) ,1.47,807318018198,0.5,N/A,N/A,N/A,R,Pentair
Part,Cleaners,EW22,FTG WALL COMP REPL. JVW22; LLW22,14.41,807318018204,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,GW7501,BMP KIT POOLSHARK PURPLE ,16.49,22315302426,0.4,9.25,4.5,2.75,R,Pentair
Part,Cleaners,GW7502,OSCILLATOR KIT POOLSHARK ,9.17,22315302419,0.1,7,6,3,R,Pentair
Part,Cleaners,GW7503,CLUTCH KIT POOLSHARK ,14.76,22315302402,0.14,5,3,1,R,Pentair
Part,Cleaners,GW7504,GEAR KIT POOLSHARK ,30.35,22315302396,0.25,7,5,2,R,Pentair
Part,Cleaners,GW7505,STEERING KIT POOLSHARK GREEN,18.72,22315302389,0.1,5,3.25,3.25,R,Pentair
Part,Cleaners,GW7506,SEAL FLAP KIT POOLSHARK ,8.28,22315302372,0.1,5,4,0.5,R,Pentair
Part,Cleaners,GW7507,HSE 25 PCS 1M POOLSHARKS ,147.67,22315906662,0.64,39.5,2.75,2.75,R,Pentair
Part,Cleaners,GW7511,BMP KIT GRY POOLSHARK CLNR,14.98,22315303089,0.4,9.25,4.5,2.75,R,Pentair
Part,Cleaners,GW7515,STEERING KIT POOLSHARK CLNR GRY,17.74,22315303096,0.12,4.25,3.5,3,R,Pentair
Part,Cleaners,GW7700-HEAD,CLNR POOL HEAD ONLY POOL SHARK,386.08,788379738136,4.15,12.75,12.75,13,R,Pentair
Part,Cleaners,GW7900-HEAD,HEAD CLNR ONLY SAND SHRK ,375.38,788379790998,5,13,13,13,R,Pentair
Part,Cleaners,GW7901,BAG ACC SAND SHRK GW7900 ,55.42,788379804091,1.102,10,13,1,R,Pentair
Part,Cleaners,GW7902,FLOOD ARM W/FLEX SNAPS GW7900,29.73,788379791001,1.5,26,23,23,R,Pentair
Part,Cleaners,GW7903,HSG OUTER GW7900 ,7.19,788379791032,0.66,26,23,23,R,Pentair
Part,Cleaners,GW7904,SNAP KIT FLEXIBLE GW7900 ,6.86,788379791049,0.033,4.25,N/A,7.25,R,Pentair
Part,Cleaners,GW7907,KIT HOSE 25 SNDSHRK M/F METER LENGTH,147.67,788379801908,0.64,39.5,2.75,2.75,R,Pentair
Part,Cleaners,GW7910,STEERING KIT GW7900 ,8.75,788379791162,0.12,8,N/A,12,R,Pentair
Part,Cleaners,GW7911,LEADER HOSE WHT GW7900 ,4.95,788379791179,0.5,14,N/A,16,R,Pentair
Part,Cleaners,GW7912,OSCILLATOR KIT SNDSHRK GW7900,9.16,788379791230,0.13,8,N/A,12,R,Pentair
Part,Cleaners,GW7913,SEAL FLAP KIT SNDSHRK GW7900,8.28,788379791247,0.1,5,N/A,10,R,Pentair
Part,Cleaners,GW8000-HEAD,HEAD KIT AG POOL CLEANER ,101.4,22315217775,3.75,12.75,6.25,13,R,Pentair
Part,Cleaners,GW9002,GW9000 AXLE SHAFT ,7.04,22315203754,0.05,3.5,0.25,0.25,R,Pentair
Part,Cleaners,GW9003,OSC W/SEALS GW9000 ,29.89,22315203761,0.32,3.5,2.25,2.75,R,Pentair
Part,Cleaners,GW9004,SEAL OSC POOL CLNR ,4.85,22315203778,0.05,3,3,0.5,R,Pentair
Part,Cleaners,GW9008,SKIRT VAC GW9000 ,20.21,22315203815,0.2,13.5,1.25,0.25,R,Pentair
Part,Cleaners,GW9012,SWVL ASY POOL CLNR ,9.86,22315203853,0.14,3.75,3,3,R,Pentair
Part,Cleaners,GW9013,BRUSH CNTR KIT GW9000 ,13.96,22315203860,0.14,4,1.75,1.75,R,Pentair
Part,Cleaners,GW9014,DIRECTOR FLOW POOL CLNR ,7.59,22315203877,0.08,N/A,N/A,N/A,R,Pentair
Part,Cleaners,GW9015,CONE REDUCER POOL CLNR ,7.79,22315203884,0.16,3,3,3.25,R,Pentair
Part,Cleaners,GW9016,VAC ADJST ASY GW9000 ,21.79,22315203891,0.25,4.5,4,2.5,R,Pentair
Part,Cleaners,GW9018,VAC DIAPH KIT GW9000 ,8.7,22315203914,0.1,5.75,2,0.62,R,Pentair
Part,Cleaners,GW9019,HANDLE KIT POOL CLNR ,4.09,22315203921,0.12,5.5,2.75,1,R,Pentair
Part,Cleaners,GW9500-HEAD,CLNR HEAD RPLCMNT IG USA,387.17,22315207684,7,17.25,7.75,8,R,Pentair
Part,Cleaners,GW9500-KIT,SVC KIT 1G CLNR ,659.84,22315217799,25.75,N/A,N/A,N/A,R,Pentair
Part,Cleaners,GW9501,SHRD CLNR GW9500 ,53.09,22315206953,1.46,17.25,7.75,8,R,Pentair
Part,Cleaners,GW9502,BUMPER GW9500 ,30.79,22315206939,1.94,17.25,7.75,8,R,Pentair
Part,Cleaners,GW9503,OSC ASM KIT GW9500 ,50.03,22315206915,0.32,3.5,3,2.75,R,Pentair
Part,Cleaners,GW9504,SCREW KIT GW9500 ,4.63,22315206892,0.05,2,0.25,0.25,R,Pentair
Part,Cleaners,GW9505,BRUSH RING GW9500 ,36.21,22315206878,1.4,17.25,7.75,8,R,Pentair
Part,Cleaners,GW9506,OSC CHAMB CAP GW9500 ,15.4,22315206854,0.24,5,4.25,2.5,R,Pentair
Part,Cleaners,GW9507,CAM 3 LEG GW9500 ,10.86,22315206830,0.04,2.25,2.25,1,R,Pentair
Part,Cleaners,GW9508,SKIRT VAC GW9500 ,8.71,22315206816,0.1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,GW9509,GEAR IDLER KIT GW9500 ,10.78,22315206793,0.25,5,4,0.5,R,Pentair
Part,Cleaners,GW9510,HSE CLNR GW9500 ,74.94,22315206779,10,8.5,20,24,R,Pentair
Part,Cleaners,GW9511,HSE EXT 8FT GW9500 CLNR ,23.39,22315206755,2,8.5,24,20,R,Pentair
Part,Cleaners,GW9512,BLOCK KIT GW9500 ,6.01,22315206731,0.01,1.5,0.75,0.5,R,Pentair
Part,Cleaners,GW9513,GW9500 LNG GEAR SHAFT SS ,15.39,22315206717,0.14,8.75,0.25,0.25,R,Pentair
Part,Cleaners,GW9517,GW9500 LIFT BRUSH ,12.32,22315206656,0.1,4,0.75,3.62,R,Pentair
Part,Cleaners,GW9519,HOSE KIT GW9500 CLNR ,14.81,22315301009,0.88,48,1.5,1.5,R,Pentair
Part,Cleaners,GW9521,"1-1/2""x20FT GRY HOSE KT ",45.12,22315301016,6,20,24.25,8.5,R,Pentair
Part,Cleaners,GW9522,GW9500 LIFT BRUSH SPRNG ,3.95,22315206632,0.01,6,4,0.25,R,Pentair
Part,Cleaners,GW9523,GW9500 RATCHET TAB SS ,3.55,22315206618,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,GW9525,GW9500 CLNR HOSE 24FT ,56.4,22315207639,8,8.5,24,20,R,Pentair
Part,Cleaners,GW9526,PROTECTIVE HOSE SLV POOL CLNR,7.84,788379738167,0.5,N/A,N/A,N/A,E,Pentair
Part,Cleaners,GW9527,RATCHET TAB SVC KIT ,6.07,22315209398,0.08,4,1,0.5,R,Pentair
Part,Cleaners,GW9530,VAC PORT DOOR FTG ,20.01,22315303218,0.11,N/A,N/A,N/A,R,Pentair
Part,Cleaners,GW9535,LOWER BDY FOR GW9500 ,38.78,22315307612,3,8,20.5,24.5,R,Pentair
Part,Cleaners,GW9536,REPAIR KIT PINNED JACK SHAFT/SET SCREW,5.5,22315307605,2,N/A,N/A,N/A,R,Pentair
Part,Cleaners,GW9540,SHRT LEADER HOSE FOR GW7500/GW7700,10.51,22315310032,0.28,14.5,1.75,1.75,R,Pentair
Part,Cleaners,JV11,O-RING 2-047 ,0.94,807318002074,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,JV12,ROLLER ARM ,16.44,807318002098,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,JV13,NOSE WHEEL ,16.89,807318002128,N/A,N/A,N/A,N/A,R,Pentair
Part,Cleaners,JV14,HUB NOSE WHEEL ,1.29,807318002142,1,N/A,N/A,N/A,R,Pentair
Part,Cleaners,JV15,WHEEL SS ,15.82,807318002166,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,JV16,HUB FOR SS WHEEL ,1.85,807318002180,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,JV17,PUSHER JET NOZZLE HLDR ,9.6,807318002203,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,JV18,ORING 568-113 KIT BAG ,0.41,788379738617,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,JV19,PUSHER JET NOZZLE HLDR ,15.21,807318002241,0.01,N/A,N/A,N/A,R,Pentair
Part,Cleaners,JV204,JET VAC GEAR TUNE UP KIT ,35.48,788379704667,0.01,N/A,N/A,N/A,R,Pentair
