Part/WG,Category,part_number,title,price,upc,weight,length,width,height,Primary Site,,
Whole Good,Water Features,581207FSG,WTRFALL SH EX 7' G , 510.91 ,788379752910,31.00,84.00,6.000,4.000,00057941,,
Whole Good,Water Features,581207FSP,WTRFALL SH EX 7' P , 646.43 ,788379753030,31.00,84.00,6.000,4.000,00057941,,
Whole Good,Water Features,581207FSS,WTRFALL SH EX 7' S , 646.43 ,788379753078,31.00,84.00,6.000,4.000,00057941,,
Whole Good,Water Features,581207FSW,WTRFALL SH EX 7' W , 510.91 ,788379752873,31.00,84.00,6.000,4.000,R,,
Whole Good,Water Features,581207FSZ,WTRFALL SH EX 7' Z , 646.43 ,788379752996,31.00,84.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208ARB,WTRARC RAIN EX 8' B , 832.09 ,788379753221,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208ARG,WTRARC RAIN EX 8' G , 689.79 ,788379753184,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208ARP,WTRARC RAIN EX 8' P , 832.09 ,788379753306,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208ARS,WTRARC RAIN EX 8' S , 832.09 ,788379753344,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208ARW,WTRARC RAIN EX 8' W , 689.79 ,788379753146,36.00,96.00,6.000,4.000,R,,
Whole Good,Water Features,581208ARZ,WTRARC RAIN EX 8' Z , 832.09 ,788379753269,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FCB,WTRFALL CUR EX 8' B , 784.65 ,788379753214,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FCG,WTRFALL CUR EX 8' G , 642.36 ,788379753177,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FCP,WTRFALL CUR EX 8' P , 784.65 ,788379753290,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FCS,WTRFALL CUR EX 8' S , 784.65 ,788379753337,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FCW,WTRFALL CUR EX 8' W , 642.36 ,788379753139,36.00,96.00,6.000,4.000,R,,
Whole Good,Water Features,581208FCZ,WTRFALL CUR EX 8' Z , 784.65 ,788379753252,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FRB,WTRFALL RAIN EX 8' B , 832.09 ,788379753207,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FRG,WTRFALL RAIN EX 8' G , 689.79 ,788379753160,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FRP,WTRFALL RAIN EX 8' P , 832.09 ,788379753283,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FRS,WTRFALL RAIN EX 8' S , 832.09 ,788379753320,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FRW,WTRFALL RAIN EX 8' W , 689.79 ,788379753122,36.00,96.00,6.000,4.000,R,,
Whole Good,Water Features,581208FRZ,WTRFALL RAIN EX 8' Z , 832.09 ,788379753245,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FSB,WTRFALL SH EX 8' B , 696.57 ,788379753191,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FSG,WTRFALL SH EX 8' G , 554.27 ,788379753153,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FSP,WTRFALL SH EX 8' P , 696.57 ,788379753276,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FSS,WTRFALL SH EX 8' S , 696.57 ,788379753313,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581208FSW,WTRFALL SH EX 8' W , 554.27 ,788379753115,36.00,96.00,6.000,4.000,R,,
Whole Good,Water Features,581208FSZ,WTRFALL SH EX 8' Z , 696.57 ,788379753238,36.00,96.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ARB,"WTRARC RAIN EX 18"" B ", 345.57 ,788379750497,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ARBBF,"WTRARC RAIN EX 18"" B BF ", 379.45 ,788379750503,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ARG,"WTRARC RAIN EX 18"" G ", 261.55 ,788379750398,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ARGBF,"WTRARC RAIN EX 18"" G BF ", 295.44 ,788379750404,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ARP,"WTRARC RAIN EX 18"" P ", 345.57 ,788379750695,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ARPBF,"WTRARC RAIN EX 18"" P BF ", 379.45 ,788379750701,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ARS,"WTRARC RAIN EX 18"" S ", 345.57 ,788379750794,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ARSBF,"WTRARC RAIN EX 18"" S BF ", 379.45 ,788379750800,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ARW,"WTRARC RAIN EX 18"" W ", 261.55 ,788379750299,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218ARWBF,"WTRARC RAIN EX 18"" W BF ", 295.44 ,788379750305,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218ARW-EU,MAGIFALL WTRFALL ARCRAIN 450MM, 47.41 ,,6.000,8.000,6.000,4.000,R,,
Whole Good,Water Features,581218ARWEX,MAGICFALLS ARC 450MM WIDE EX, 261.55 ,788379857714,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218ARZ,"WTRARC RAIN EX 18"" Z ", 345.57 ,788379750596,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ARZBF,"WTRARC RAIN EX 18"" Z BF ", 379.45 ,788379750602,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ASB,"WTRARC SH EX 18"" B ", 311.69 ,788379750510,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ASBBF,"WTRARC SH EX 18"" B BF ", 345.57 ,788379750527,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ASG,"WTRARC SH EX 18"" G ", 227.68 ,788379750411,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ASGBF,"WTRARC SH EX 18"" G BF ", 261.55 ,788379750428,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ASP,"WTRARC SH EX 18"" P ", 311.69 ,788379750718,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ASPBF,"WTRARC SH EX 18"" P BF ", 345.57 ,788379750725,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ASS,"WTRARC SH EX 18"" S ", 311.69 ,788379750817,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ASSBF,"WTRARC SH EX 18"" S BF ", 345.57 ,788379750824,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ASW,"WTRARC SH EX 18"" W ", 227.68 ,788379750312,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218ASWBF,"WTRARC SH EX 18"" W BF ", 261.55 ,788379750329,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218ASW-EU,MGICFALLS WTRFALL ARCSHT 450MM, 40.83 ,,6.000,8.000,6.000,4.000,R,,
Whole Good,Water Features,581218ASWEX,MAGICFALLS ARC SHT 450MM WIDE EX, 227.68 ,788379857721,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218ASZ,"WTRARC SH EX 18"" Z ", 311.69 ,788379750619,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218ASZBF,"WTRARC SH EX 18"" Z BF ", 345.57 ,788379750626,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FCB,"WTRFALL CUR EX 18"" B ", 311.69 ,788379750473,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FCBBF,"WTRFALL CUR EX 18"" B BF ", 345.57 ,788379750480,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FCG,"WTRFALL CUR EX 18"" G ", 227.68 ,788379750374,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FCGBF,"WTRFALL CUR EX 18"" G BF ", 261.55 ,788379750381,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FCP,"WTRFALL CUR EX 18"" P ", 311.69 ,788379750671,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FCPBF,"WTRFALL CUR EX 18"" P BF ", 345.57 ,788379750688,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FCS,"WTRFALL CUR EX 18"" S ", 311.69 ,788379750770,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FCSBF,"WTRFALL CUR EX 18"" S BF ", 345.57 ,788379750787,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FCW,"WTRFALL CUR EX 18"" W ", 227.68 ,788379750275,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218FCWBF,"WTRFALL CUR EX 18"" W BF ", 261.55 ,788379750282,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218FCZ,"WTRFALL CUR EX 18"" Z ", 311.69 ,788379750572,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FCZBF,"WTRFALL CUR EX 18"" Z BF ", 345.57 ,788379750589,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FRB,"WTRFALL RAIN EX 18"" B ", 345.57 ,788379750459,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FRBBF,"WTRFALL RAIN EX 18"" B BF ", 379.45 ,788379750466,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FRG,"WTRFALL RAIN EX 18"" G ", 261.55 ,788379750350,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FRGBF,"WTRFALL RAIN EX 18"" G BF ", 295.44 ,788379750367,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FRP,"WTRFALL RAIN EX 18"" P ", 345.57 ,788379750657,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FRPBF,"WTRFALL RAIN EX 18"" P BF ", 379.45 ,788379750664,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FRS,"WTRFALL RAIN EX 18"" S ", 345.57 ,788379750756,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FRSBF,"WTRFALL RAIN EX 18"" S BF ", 379.45 ,788379750763,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FRW,"WTRFALL RAIN EX 18"" W ", 261.55 ,788379750251,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218FRWBF,"WTRFALL RAIN EX 18"" W BF ", 295.44 ,788379750268,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218FRW-EU,MGICFALLS WTRFALL RNFALL 450MM, 47.41 ,,6.000,8.000,6.000,4.000,R,,
Whole Good,Water Features,581218FRWEX,MAGICFALLS RAINFALL 450MM WIDE EX, 261.55 ,788379857738,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218FRZ,"WTRFALL RAIN EX 18"" Z ", 345.57 ,788379750558,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FRZBF,"WTRFALL RAIN EX 18"" Z BF ", 379.45 ,788379750565,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FSB,"WTRFALL SH EX 18"" B ", 264.27 ,788379750435,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FSBBF,"WTRFALL SH EX 18"" B BF ", 298.14 ,788379750442,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FSG,"WTRFALL SH EX 18"" G ", 180.24 ,788379750336,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FSGBF,"WTRFALL SH EX 18"" G BF ", 214.12 ,788379750343,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FSP,"WTRFALL SH EX 18"" P ", 264.27 ,788379750633,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FSPBF,"WTRFALL SH EX 18"" P BF ", 298.14 ,788379750640,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FSS,"WTRFALL SH EX 18"" S ", 264.27 ,788379750732,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FSSBF,"WTRFALL SH EX 18"" S BF ", 298.14 ,788379750749,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FSW,"WTRFALL SH EX 18""W ", 144.19 ,788379750237,6.000,19.25,10.25,4.000,R,,
Whole Good,Water Features,581218FSWBF,"WTRFALL SH EX 18"" W BF ", 214.12 ,788379750244,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218FSW-EU,MAGICFALLS WATERFALL SHT 450MM, 27.39 ,,6.000,8.000,6.000,4.000,R,,
Whole Good,Water Features,581218FSWEX,MAGICFALLS SHT 450MM WIDE EX, 144.19 ,788379857745,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218FSWR,"WTRFALL SH EX 18""W USE 581218FSW", 144.19 ,788379761295,6.000,18.00,6.000,4.000,R,,
Whole Good,Water Features,581218FSZ,"WTRFALL SH EX 18"" Z ", 264.27 ,788379750534,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581218FSZBF,"WTRFALL SH EX 18"" Z BF ", 298.14 ,788379750541,6.000,18.00,6.000,4.000,00057941,,
Whole Good,Water Features,581401ARB,WTRARC RAIN SR 1' B , 342.87 ,788379753610,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ARBBF,WTRARC RAIN SR 1' B BF , 376.74 ,788379753627,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ARG,WTRARC RAIN SR 1' G , 248.00 ,788379753511,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ARGBF,WTRARC RAIN SR 1' G BF , 281.88 ,788379753528,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ARP,WTRARC RAIN SR 1' P , 342.87 ,788379753818,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ARPBF,WTRARC RAIN SR 1' P BF , 376.74 ,788379753825,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ARS,WTRARC RAIN SR 1' S , 342.87 ,788379753917,5.000,12.00,6.000,4.000,00057941,,
Whole Good,Water Features,581401ARSBF,WTRARC RAIN SR 1' S BF , 376.74 ,788379753924,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ARW,WTRARC RAIN SR 1' W , 248.00 ,788379753412,5.000,12.00,13.00,4.000,R,,
Whole Good,Water Features,581401ARWBF,WTRARC RAIN SR 1' W BF , 281.88 ,788379753429,5.000,12.00,13.00,4.000,R,,
Whole Good,Water Features,581401ARZ,WTRARC RAIN SR 1' Z , 342.87 ,788379753719,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ARZBF,WTRARC RAIN SR 1' Z BF , 376.74 ,788379753726,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ASB,WTRARC SH SR 1' B , 308.98 ,788379753634,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ASBBF,WTRARC SH SR 1' B BF , 342.87 ,788379753641,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ASG,WTRARC SH SR 1' G , 214.12 ,788379753535,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ASGBF,WTRARC SH SR 1' G BF , 248.00 ,788379753542,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ASP,WTRARC SH SR 1' P , 308.98 ,788379753832,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ASPBF,WTRARC SH SR 1' P BF , 342.87 ,788379753849,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ASS,WTRARC SH SR 1' S , 308.98 ,788379753931,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ASSBF,WTRARC SH SR 1' S BF , 342.87 ,788379753948,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ASW,WTRARC SH SR 1' W , 214.12 ,788379753436,5.000,12.00,13.00,4.000,R,,
Whole Good,Water Features,581401ASWBF,WTRARC SH SR 1' W BF , 248.00 ,788379753443,5.000,12.00,13.00,4.000,R,,
Whole Good,Water Features,581401ASZ,WTRARC SH SR 1' Z , 308.98 ,788379753733,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401ASZBF,WTRARC SH SR 1' Z BF , 342.87 ,788379753740,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FCB,WTRFALL CUR SR 1' B , 308.98 ,788379753597,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FCBBF,WTRFALL CUR SR 1' B BF , 342.87 ,788379753603,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FCG,WTRFALL CUR SR 1' G , 248.00 ,788379753498,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FCGBF,WTRFALL CUR SR 1' G BF , 281.88 ,788379753504,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FCP,WTRFALL CUR SR 1' P , 308.98 ,788379753795,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FCPBF,WTRFALL CUR SR 1' P BF , 342.87 ,788379753801,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FCS,WTRFALL CUR SR 1' S , 308.98 ,788379753894,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FCSBF,WTRFALL CUR SR 1' S BF , 342.87 ,788379753900,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FCW,WTRFALL CUR SR 1' W , 248.00 ,788379753399,5.000,12.00,13.00,4.000,R,,
Whole Good,Water Features,581401FCWBF,WTRFALL CUR SR 1' W BF , 281.88 ,788379753405,5.000,12.00,13.00,4.000,R,,
Whole Good,Water Features,581401FCZ,WTRFALL CUR SR 1' Z , 308.98 ,788379753696,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FCZBF,WTRFALL CUR SR 1' Z BF , 342.87 ,788379753702,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FRB,WTRFALL RAIN SR 1' B , 342.87 ,788379753573,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FRBBF,WTRFALL RAIN SR 1' B BF , 376.74 ,788379753580,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FRG,WTRFALL RAIN SR 1' G , 281.88 ,788379753474,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FRGBF,WTRFALL RAIN SR 1' G BF , 315.76 ,788379753481,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FRP,WTRFALL RAIN SR 1' P , 342.87 ,788379753771,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FRPBF,WTRFALL RAIN SR 1' P BF , 376.74 ,788379753788,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FRS,WTRFALL RAIN SR 1' S , 342.87 ,788379753870,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FRSBF,WTRFALL RAIN SR 1' S BF , 376.74 ,788379753887,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FRW,WTRFALL RAIN SR 1' W , 281.88 ,788379753375,5.000,12.00,13.00,4.000,R,,
Whole Good,Water Features,581401FRWBF,WTRFALL RAIN SR 1' W BF , 315.76 ,788379753382,5.000,12.00,13.00,4.000,R,,
Whole Good,Water Features,581401FRZ,WTRFALL RAIN SR 1' Z , 342.87 ,788379753672,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FRZBF,WTRFALL RAIN SR 1' Z BF , 376.74 ,788379753689,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FSB,WTRFALL SH SR 1' B , 268.33 ,788379753559,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FSBBF,WTRFALL SH SR 1' B BF , 302.21 ,788379753566,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FSG,WTRFALL SH SR 1' G , 173.46 ,788379753450,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FSGBF,WTRFALL SH SR 1' G BF , 207.35 ,788379753467,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FSP,WTRFALL SH SR 1' P , 268.33 ,788379753757,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FSPBF,WTRFALL SH SR 1' P BF , 302.21 ,788379753764,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FSS,WTRFALL SH SR 1' S , 268.33 ,788379753856,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FSSBF,WTRFALL SH SR 1' S BF , 302.21 ,788379753863,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FSW,WTRFALL SH SR 1' W , 173.46 ,788379753351,5.000,12.00,13.00,4.000,R,,
Whole Good,Water Features,581401FSWBF,WTRFALL SH SR 1' W BF , 207.35 ,788379753368,5.000,12.00,13.00,4.000,R,,
Whole Good,Water Features,581401FSZ,WTRFALL SH SR 1' Z , 268.33 ,788379857776,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581401FSZBF,WTRFALL SH SR 1' Z BF , 302.21 ,788379753665,5.000,12.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ARB,WTRARC RAIN SR 2' B , 458.06 ,788379754815,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ARBBF,WTRARC RAIN SR 2' B BF , 491.93 ,788379754822,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ARG,WTRARC RAIN SR 2' G , 315.76 ,788379754716,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ARGBF,WTRARC RAIN SR 2' G BF , 349.64 ,788379754723,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ARP,WTRARC RAIN SR 2' P , 559.69 ,788379755010,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ARPBF,WTRARC RAIN SR 2' P BF , 593.58 ,788379755027,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ARS,WTRARC RAIN SR 2' S , 559.69 ,788379755119,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ARSBF,WTRARC RAIN SR 2' S BF , 593.58 ,788379755126,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ARW,WTRARC RAIN SR 2' W , 315.76 ,788379754617,8.000,24.00,13.00,4.000,R,,
Whole Good,Water Features,581402ARWBF,WTRARC RAIN SR 2' W BF , 349.64 ,788379754624,8.000,24.00,13.00,4.000,R,,
Whole Good,Water Features,581402ARZ,WTRARC RAIN SR 2' Z , 458.06 ,788379754914,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ARZBF,WTRARC RAIN SR 2' Z BF , 491.93 ,788379754921,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ASB,WTRARC SH SR 2' B , 424.18 ,788379754839,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ASBBF,WTRARC SH SR 2' B BF , 458.06 ,788379754846,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ASG,WTRARC SH SR 2' G , 288.65 ,788379754730,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ASGBF,WTRARC SH SR 2' G BF , 322.54 ,788379754747,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ASP,WTRARC SH SR 2' P , 525.81 ,788379755034,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ASPBF,WTRARC SH SR 2' P BF , 559.69 ,788379755041,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ASS,WTRARC SH SR 2' S , 525.81 ,788379755133,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ASSBF,WTRARC SH SR 2' S BF , 559.69 ,788379755140,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ASW,WTRARC SH SR 2' W , 288.65 ,788379754631,8.000,24.00,13.00,4.000,R,,
Whole Good,Water Features,581402ASWBF,WTRARC SH SR 2' W BF , 322.54 ,788379754648,8.000,24.00,13.00,4.000,R,,
Whole Good,Water Features,581402ASZ,WTRARC SH SR 2' Z , 424.18 ,788379754938,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402ASZBF,WTRARC SH SR 2' Z BF , 458.06 ,788379754945,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FCB,WTRFALL CUR SR 2' B , 390.30 ,788379754792,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FCBBF,WTRFALL CUR SR 2' B BF , 424.18 ,788379754808,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FCG,WTRFALL CUR SR 2' G , 288.65 ,788379754693,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FCGBF,WTRFALL CUR SR 2' G BF , 322.54 ,788379754709,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FCP,WTRFALL CUR SR 2' P , 491.93 ,788379754990,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FCPBF,WTRFALL CUR SR 2' P BF , 525.81 ,788379755003,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FCS,WTRFALL CUR SR 2' S , 491.93 ,788379755096,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FCSBF,WTRFALL CUR SR 2' S BF , 525.81 ,788379755102,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FCW,WTRFALL CUR SR 2' W , 288.65 ,788379754594,8.000,24.00,13.00,4.000,R,,
Whole Good,Water Features,581402FCWBF,WTRFALL CUR SR 2' W BF , 322.54 ,788379754600,8.000,24.00,13.00,4.000,R,,
Whole Good,Water Features,581402FCZ,WTRFALL CUR SR 2' Z , 390.30 ,788379754891,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FCZBF,WTRFALL CUR SR 2' Z BF , 424.18 ,788379754907,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FRB,WTRFALL RAIN SR 2' B , 424.18 ,788379754778,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FRBBF,WTRFALL RAIN SR 2' B BF , 458.06 ,788379754785,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FRG,WTRFALL RAIN SR 2' G , 315.76 ,788379754679,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FRGBF,WTRFALL RAIN SR 2' G BF , 349.64 ,788379754686,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FRP,WTRFALL RAIN SR 2' P , 525.81 ,788379754976,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FRPBF,WTRFALL RAIN SR 2' P BF , 559.69 ,788379754983,8.000,24.00,13.00,4.000,00057941,,
Whole Good,Water Features,581402FRS,WTRFALL RAIN SR 2' S , 525.81 ,788379755072,8.000,24.00,13.00,4.000,00057941,,
